date,chirps_lag1d_mm,chirps_lag2d_mm,chirps_lag3d_mm,chirps_roll3d_mm,chirps_roll7d_mm,chirps_roll14d_mm,chirps_roll30d_mm,chirps_rainy_days_7d,chirps_rainy_days_30d,chirps_max3d_mm,chirps_max7d_mm,chirps_api,chirps_month_mean_mm,chirps_month_std_mm,chirps_anomaly,chirps_wet_spell_len,chirps_dry_spell_len
1981-01-12,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.045614273223027565,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,9.0
1981-01-13,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.03877213223957343,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,10.0
1981-01-14,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.03295631240363742,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,11.0
1981-01-15,0.0,0.0,0.0,0.0,0.0,0.1969384104013443,,0.0,,0.0,0.0,0.028012865543091802,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,12.0
1981-01-16,0.0,0.0,0.0,0.0,0.0,0.1969384104013443,,0.0,,0.0,0.0,0.023810935711628033,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,13.0
1981-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.020239295354883828,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,14.0
1981-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.017203401051651253,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,15.0
1981-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.014622890893903565,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,16.0
1981-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.01242945725981803,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,17.0
1981-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.010565038670845324,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,18.0
1981-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.008980282870218525,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,19.0
1981-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.007633240439685746,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,20.0
1981-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.006488254373732884,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,21.0
1981-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.005515016217672951,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,22.0
1981-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0046877637850220085,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,23.0
1981-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0039845992172687075,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,24.0
1981-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0033869093346784013,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,25.0
1981-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0028788729344766412,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,26.0
1981-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.002447041994305145,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,27.0
1981-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.1969384104013443,0.0,1.0,0.0,0.0,0.002079985695159373,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,28.0
